84397	100547				Zwartgeblakerd beeldje met twee vergulde harten, in een nisje van bladeren en engelenhoofdjes. Gevat in een rechthoekige, met fineer belegde lijst op geprofileerde basis. Blauwe achtergrond met gouden sterren. Te associëren met het beeldje dat uit de bran	Devotiebeeldje Onze-Lieve-Vrouw van barensweeën
84522	100547				Zwartgeblakerd beeldje met twee vergulde harten, in een nisje van bladeren en engelenhoofdjes. Gevat in een rechthoekige, met fineer belegde lijst op geprofileerde basis. Blauwe achtergrond met gouden sterren. Te associëren met het beeldje dat uit de bran	Devotiebeeldje Onze-Lieve-Vrouw van barensweeën
84131	10168	Parijs			Centraal is een engel op een wolkenmassa geknield. In de linkerhand houdt deze een bloeiende witte lelie, symbool van zuiverheid en meer bepaald, de onbevlekte ontvangenis van Maria. Met de rechterwijsvinger wijst de engel naar boven. Rechts in de wolken	de engel Gabriël
84776	10168	Parijs			Centraal is een engel op een wolkenmassa geknield. In de linkerhand houdt deze een bloeiende witte lelie, symbool van zuiverheid en meer bepaald, de onbevlekte ontvangenis van Maria. Met de rechterwijsvinger wijst de engel naar boven. Rechts in de wolken	de engel Gabriël
84132	10223	Antwerpen	Fruytiers, Philip (1610-1666)	29675	Centraal staat de heilige Norbertus in bisschopsgewaad. Hij houdt een cilindermonstrans in zijn rechterhand en een staf in de linker. Met zijn rechtervoet bedwingt hij de anti-Roomse ketter Tanchelm. Met de linkervoet onderdrukt hij een medusafiguur. Resp	de heilige Norbertus vertrapt de ketter Tanchelm
84133	10271	Zuidelijke Nederlanden			Deze prent is een boekillustratie van een onbekend werk. Het is een weergave van de zilveren voet van een kruisbeeld. De voet draagt verschillende Grieks-orthodoxe inscripties en toont vier taferelen van de opstanding van Christus. Beginnend bij de kruisi	de verrijzenis van Christus
84916	10271	Zuidelijke Nederlanden			Deze prent is een boekillustratie van een onbekend werk. Het is een weergave van de zilveren voet van een kruisbeeld. De voet draagt verschillende Grieks-orthodoxe inscripties en toont vier taferelen van de opstanding van Christus. Beginnend bij de kruisi	de verrijzenis van Christus
84134	10415	Antwerpen	Galle, Cornelis I (1576-1650)	30040	Deze prent is een illustratie van de 'Vita Norberti' van Johannes Vandensterre. Centraal staat de heilige Norbertus met een cilindermonstrans, bisschoppstaf en lauriertak in de handen. Op het achterplan is de Schelde en de stad Antwerpen afgebeeld. 1622	de heilige Norbertus van Xanten
84134	10415	Antwerpen	Galle, Joannes (1600-1676)	30044	Deze prent is een illustratie van de 'Vita Norberti' van Johannes Vandensterre. Centraal staat de heilige Norbertus met een cilindermonstrans, bisschoppstaf en lauriertak in de handen. Op het achterplan is de Schelde en de stad Antwerpen afgebeeld. 1622	de heilige Norbertus van Xanten
84134	10415	Antwerpen	Galle, Theodoor (1571-1633)	30046	Deze prent is een illustratie van de 'Vita Norberti' van Johannes Vandensterre. Centraal staat de heilige Norbertus met een cilindermonstrans, bisschoppstaf en lauriertak in de handen. Op het achterplan is de Schelde en de stad Antwerpen afgebeeld. 1622	de heilige Norbertus van Xanten
85566	10415	Antwerpen	Galle, Cornelis I (1576-1650)	30040	Deze prent is een illustratie van de 'Vita Norberti' van Johannes Vandensterre. Centraal staat de heilige Norbertus met een cilindermonstrans, bisschoppstaf en lauriertak in de handen. Op het achterplan is de Schelde en de stad Antwerpen afgebeeld. 1622	de heilige Norbertus van Xanten
85566	10415	Antwerpen	Galle, Joannes (1600-1676)	30044	Deze prent is een illustratie van de 'Vita Norberti' van Johannes Vandensterre. Centraal staat de heilige Norbertus met een cilindermonstrans, bisschoppstaf en lauriertak in de handen. Op het achterplan is de Schelde en de stad Antwerpen afgebeeld. 1622	de heilige Norbertus van Xanten
85566	10415	Antwerpen	Galle, Theodoor (1571-1633)	30046	Deze prent is een illustratie van de 'Vita Norberti' van Johannes Vandensterre. Centraal staat de heilige Norbertus met een cilindermonstrans, bisschoppstaf en lauriertak in de handen. Op het achterplan is de Schelde en de stad Antwerpen afgebeeld. 1622	de heilige Norbertus van Xanten
84135	10500	Parijs	Lonsing, François Joseph (1739- 1799)	50769	Rechts onderaan is de heilige Norbertus voor een altaar geknield. Voor hem ligt een boek opengeslagen. Zijn blik is echter gericht op de maagd Maria die aan hem verschijnt linksboven. Hij houdt zijn armen uitgestrekt voor zich om het witte ordekleed dat M	Maria overhandigt het habijt aan de heilige Norbertus
85918	10500	Parijs	Lonsing, François Joseph (1739- 1799)	50769	Rechts onderaan is de heilige Norbertus voor een altaar geknield. Voor hem ligt een boek opengeslagen. Zijn blik is echter gericht op de maagd Maria die aan hem verschijnt linksboven. Hij houdt zijn armen uitgestrekt voor zich om het witte ordekleed dat M	Maria overhandigt het habijt aan de heilige Norbertus
84136	10586	Frankrijk			Het laatste avondmaal wordt voorgesteld als een uitdeling van de hostie door Christus. Het tafereel speelt zich af in klassieke ruimte, verlicht door olielampen. Op het voorplan knielt de apostel Johannes en ontvangt deze de hostie van Christus. Deze staa	het laatste avondmaal
